Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
153,41071 (62.3601588),0253329310,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electrical Engineering,JEE,AI to AI,AI
154,54446 (51.1269778),0253337810,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics Engineering (,JEE,AI to AI,AI
"",,,,VLSI Design and,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
155,55800 (49.8308643),0253361210,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Mechanical Engineering,JEE,AI to AI,AI
156,38836 (64.3278996),0253384410,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and Computer,JEE,AI to AI,AI
"",,,,Engineering,,,
157,49460 (55.5447815),0253392810,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Electronics and,JEE,AI to AI,AI
"",,,,Communication(Advanced,,,
158,34529 (67.8308824),0253399510,"02533 - CSMSS Chh. Shahu College of Engineering, Aurangabad",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
159,106217 (82.4585869),0263724510,"02637 - Jijau Institute of Engineering Technology and Management,",Computer Engineering,MHT-CET,MH to AI,LNT2H
"",,,"Khandgaon (Bendri), Taluka Naigaon, District Nanded",,,,
160,75917 (29.8015715),0264124210,02641 - Dr. V.K. Patil College of Engineering & Technology,Computer Science and,JEE,MH to AI,GNT2H
"",,,,Engineering,,,
161,82847 (20.1593041),0264124210,02641 - Dr. V.K. Patil College of Engineering & Technology,Computer Science and,JEE,MH to AI,GOBCH
"",,,,Engineering,,,
162,90998 (99.8781231),0264124210,02641 - Dr. V.K. Patil College of Engineering & Technology,Computer Science and,MHT-CET,MH to AI,GSCH
"",,,,Engineering,,,
163,64378 (42.2955322),0264199710,02641 - Dr. V.K. Patil College of Engineering & Technology,Artificial Intelligence,JEE,AI to AI,AI
164,77760 (27.2136862),0266624210,02666 - Mangaldeep College of Engineering,Computer Science and,JEE,MH to AI,GNT1H
"",,,,Engineering,,,
165,138728 (59.8892661),0266624210,02666 - Mangaldeep College of Engineering,Computer Science and,MHT-CET,MH to AI,GNT2H
"",,,,Engineering,,,
166,155420 (44.8929536),0266624610,02666 - Mangaldeep College of Engineering,Information Technology,MHT-CET,AI to AI,AI
167,75862 (29.8015715),0266656610,02666 - Mangaldeep College of Engineering,Computer Science,JEE,MH to AI,GNT2H
168,87150 (11.8523703),0266656610,02666 - Mangaldeep College of Engineering,Computer Science,JEE,MH to AI,GNT3H
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
169,154751 (45.5219220),0275824210,02758 - Sant Eknath College of Engineering,Computer Science and,MHT-CET,MH to AI,GNT1H
"",,,,Engineering,,,
170,130967 (65.2298851),0275824210,02758 - Sant Eknath College of Engineering,Computer Science and,MHT-CET,MH to AI,LNT2H
"",,,,Engineering,,,
171,54093 (51.4671199),0275899710,02758 - Sant Eknath College of Engineering,Artificial Intelligence,JEE,MH to AI,GNT1H
172,15590 (84.5320214),0302524270U,03025 - Svkm's Shri Bhagubhai Mafatlal Polytechnic & College of Engineering,Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
173,1110 (98.1336755),0303650710,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Chemical Engineering,JEE,AI to AI,AI
174,5898 (93.4384933),0303651110,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Dyestuff Technology,JEE,AI to AI,AI
175,1113 (98.1837717),0303651310,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals,NEET-2024,AI to AI,AI
"",,,,Chemistry and Technology,,,
176,3272 (96.0232665),0303651310,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Pharmaceuticals,JEE(Main)-2024,AI to AI,AI
"",,,,Chemistry and Technology,,,
177,6180 (93.1806654),0303651410,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Fibres and Textile,JEE,AI to AI,AI
"",,,,Processing Technology,,,
178,2862 (96.2707298),0303651910,"03036 - Institute of Chemical Technology, Matunga, Mumbai",Polymer Engineering and,JEE,AI to AI,AI
"",,,,Technology,,,
179,10748 (88.9744788),0304262410,"03042 - Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,JEE,MH to AI,GSCH
180,36575 (66.1194727),0304262410,"03042 - Loknete Shamrao Peje Government College of Engineering, Ratnagiri",Mechatronics Engineering,JEE,MH to AI,GSTH
181,11176 (88.5659516),0313524510,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Computer Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
182,13694 (86.2093093),0313524610,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Information Technology,JEE,AI to AI,AI
"",,,Mumbai,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
183,22492 (78.2081147),0313537210,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Telecommunication Engg,,,
184,23914 (76.9870398),0313561210,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
185,12670 (87.1431618),0313599510,"03135 - Manjara Charitable Trust's Rajiv Gandhi Institute of Technology,",Artificial Intelligence and,JEE,AI to AI,AI
"",,,Mumbai,Data Science,,,
186,4012 (95.1524450),0313924510,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Computer Engineering,JEE,AI to AI,AI
187,8112 (91.3127135),0313924610,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Information Technology,JEE,AI to AI,AI
188,12213 (87.5393903),0313937210,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
189,27660 (73.7173337),0313946110,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Bio Medical Engineering,JEE,AI to AI,AI
190,10294 (89.3100140),0313990010,"03139 - Vidyalankar Institute of Technology,Wadala, Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
191,9863 (89.6937431),0314324510,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Computer Engineering,JEE,AI to AI,AI
192,13199 (86.6644854),0314324610,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Information Technology,JEE,AI to AI,AI
193,27704 (73.7173337),0314361210,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Mechanical Engineering,JEE,AI to AI,AI
194,18954 (81.4533784),0314384410,"03143 - Thakur Shyamnarayan Engineering College, Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Engineering,,,
195,26913 (74.3635038),0314624510,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",,,,
196,29233 (72.3618700),0314624610,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Information Technology,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
197,54919 (50.8208297),0314629310,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Electrical Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",,,,
198,35937 (66.6376422),0314637210,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Electronics and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",Telecommunication Engg,,,
199,56502 (49.3223255),0314661210,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",,,,
200,24213 (76.6954960),0314692010,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",Engineering (Internet of,,,
201,29453 (72.1862872),0314699510,03146 - Jawahar Education Society's Annasaheb Chudaman Patil College of,Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar, Navi Mumbai",Data Science,,,
202,189385 (0.4831549),0314719110,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Civil Engineering,MHT-CET,MH to AI,GOBCH
"",,,"Engineering & Technology, Karjat",,,,
203,27452 (73.7627293),0314724510,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
204,43484 (60.3847628),0314724610,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Information Technology,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
205,76242 (29.3959598),0314729310,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Electrical Engineering,JEE,MH to AI,GOBCO
"",,,"Engineering & Technology, Karjat",,,,
206,71124 (35.2437565),0314791710,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Data Science,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",,,,
207,44786 (59.3903304),0314792110,"03147 - Saraswati Education Society, Yadavrao Tasgaonkar  Institute of",Artificial Intelligence and,JEE,AI to AI,AI
"",,,"Engineering & Technology, Karjat",Machine Learning,,,
208,9085 (90.4651529),0314824510,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Computer Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
209,14255 (85.7192029),0314824610,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Information Technology,JEE,AI to AI,AI
"",,,Mumbai,,,,
210,15522 (84.6131613),0314825210,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Cyber Security,JEE,AI to AI,AI
"",,,Mumbai,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
211,17962 (82.3421749),0314837210,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Telecommunication Engg,,,
212,26083 (75.0963684),0314837810,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Electronics Engineering (,JEE,AI to AI,AI
"",,,Mumbai,VLSI Design and,,,
213,14847 (85.1949578),0314890010,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Electronics and Computer,JEE,AI to AI,AI
"",,,Mumbai,Science,,,
214,17991 (82.3229774),0314893310,"03148 - Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College,",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Communication,,,
215,47737 (56.9178738),0315419110,03154 - Saraswati Education Society's Saraswati College of,Civil Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
216,82001 (21.2221884),0315419110,03154 - Saraswati Education Society's Saraswati College of,Civil Engineering,JEE,MH to AI,ORPHAN
"",,,"Engineering,Kharghar Navi Mumbai",,,,
217,22208 (78.4959203),0315424510,03154 - Saraswati Education Society's Saraswati College of,Computer Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
218,28680 (72.7936103),0315424610,03154 - Saraswati Education Society's Saraswati College of,Information Technology,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
219,66319 (40.1985227),0315460210,03154 - Saraswati Education Society's Saraswati College of,Automobile Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
220,53336 (52.1076408),0315461210,03154 - Saraswati Education Society's Saraswati College of,Mechanical Engineering,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",,,,
221,21517 (79.0831401),0315491110,03154 - Saraswati Education Society's Saraswati College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",Engineering(Artificial,,,
222,28684 (72.7843348),0315491210,03154 - Saraswati Education Society's Saraswati College of,Computer Science and,JEE,AI to AI,AI
"",,,"Engineering,Kharghar Navi Mumbai",Engineering(Data Science),,,
223,172899 (25.7846411),0317519110,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Mumbai,,,,
224,28787 (72.7256174),0317524510,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Computer Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
225,30725 (71.1409851),0317524610,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Information Technology,JEE,AI to AI,AI
"",,,Mumbai,,,,
226,37746 (65.0561876),0317529310,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Electrical Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
227,36504 (66.1787006),0317537210,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Telecommunication Engg,,,
228,40434 (62.8786263),0317546110,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Bio Medical Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
229,32908 (69.1455816),0317550710,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Chemical Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
230,38351 (64.7153175),0317561210,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Mechanical Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
231,31204 (70.7178978),0317591210,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Computer Science and,JEE,AI to AI,AI
"",,,Mumbai,Engineering(Data Science),,,
232,41314 (62.2176714),0317591610,"03175 - M.G.M.'s College of Engineering and Technology, Kamothe, Navi",Automation and Robotics,JEE,AI to AI,AI
"",,,Mumbai,,,,
233,4186 (94.9769353),0317624610,"03176 - Thakur College of Engineering and Technology, Kandivali, Mumbai",Information Technology,JEE,AI to AI,AI
234,17527 (82.6773862),0317625910,"03176 - Thakur College of Engineering and Technology, Kandivali, Mumbai",Mechanical and,JEE,AI to AI,AI
"",,,,Mechatronics Engineering,,,
235,9886 (89.6905874),0317637210,"03176 - Thakur College of Engineering and Technology, Kandivali, Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
236,11689 (88.0271920),0317661210,"03176 - Thakur College of Engineering and Technology, Kandivali, Mumbai",Mechanical Engineering,JEE,AI to AI,AI
237,7095 (92.2811716),0317690010,"03176 - Thakur College of Engineering and Technology, Kandivali, Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
238,6910 (92.4559855),0317692110,"03176 - Thakur College of Engineering and Technology, Kandivali, Mumbai",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Machine Learning,,,
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
239,6085 (93.2524661),0317699510,"03176 - Thakur College of Engineering and Technology, Kandivali, Mumbai",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
240,2421 (96.7045445),0318224610,"03182 - Thadomal Shahani Engineering College, Bandra, Mumbai",Information Technology,JEE,AI to AI,AI
241,3536 (95.6168493),0318237210,"03182 - Thadomal Shahani Engineering College, Bandra, Mumbai",Electronics and,JEE,AI to AI,AI
"",,,,Telecommunication Engg,,,
242,8399 (91.0582307),0318250710,"03182 - Thadomal Shahani Engineering College, Bandra, Mumbai",Chemical Engineering,JEE,AI to AI,AI
243,2596 (96.5165605),0318299510,"03182 - Thadomal Shahani Engineering College, Bandra, Mumbai",Artificial Intelligence and,JEE,AI to AI,AI
"",,,,Data Science,,,
244,121337 (71.7166060),0318319110,"03183 - Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla,",Civil Engineering,MHT-CET,AI to AI,AI
"",,,Mumbai,,,,
245,76449 (29.2883952),0318319110,"03183 - Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla,",Civil Engineering,JEE,MH to AI,GOPENO
"",,,Mumbai,,,,
246,7242 (92.2005792),0318324510,"03183 - Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla,",Computer Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
247,30280 (71.4359166),0318337210,"03183 - Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla,",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Telecommunication Engg,,,
248,37009 (65.7022258),0318361210,"03183 - Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Mumbai,,,,
249,68376 (38.1372939),0318361610,"03183 - Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla,",Mechanical Engineering,JEE,AI to AI,AI
"",,,Mumbai,Automobile,,,
250,14479 (85.5369034),0318391110,"03183 - Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla,",Computer Science and,JEE,AI to AI,AI
"",,,Mumbai,Engineering(Artificial,,,
251,3975 (95.2020137),0318424210,"03184 - Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Science and,JEE,AI to AI,AI
"",,,,Engineering,,,
252,4988 (94.2388582),0318424510,"03184 - Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Computer Engineering,JEE,AI to AI,AI
Sr. No,All India,Choice Code,Institute Name,Course Name,Merit Exam,Type,Seat Type
"",Merit,,,,,,
253,9724 (89.8587824),0318461210,"03184 - Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Mechanical Engineering,JEE,AI to AI,AI
254,5731 (93.6024336),0318490010,"03184 - Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",Electronics and Computer,JEE,AI to AI,AI
"",,,,Science,,,
255,3150 (96.0006826),0318524610,"03185 - Vivekanand Education Society's Institute of Technology, Chembur,",Information Technology,JEE,AI to AI,AI
"",,,Mumbai,,,,
256,4586 (94.6048806),0318537210,"03185 - Vivekanand Education Society's Institute of Technology, Chembur,",Electronics and,JEE,AI to AI,AI
"",,,Mumbai,Telecommunication Engg,,,
257,5372 (93.9366177),0318590010,"03185 - Vivekanand Education Society's Institute of Technology, Chembur,",Electronics and Computer,JEE,AI to AI,AI
"",,,Mumbai,Science,,,
258,6141 (93.2041331),0318591610,"03185 - Vivekanand Education Society's Institute of Technology, Chembur,",Automation and Robotics,JEE,AI to AI,AI
"",,,Mumbai,,,,
259,17176 (82.9941429),0318724510,"03187 - N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Computer Engineering,JEE,AI to AI,AI
260,20383 (80.2340136),0318724610,"03187 - N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Information Technology,JEE,AI to AI,AI
261,29076 (72.5289287),0318737210,"03187 - N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",Electronics and,JEE,AI to AI,AI
